"","artist","main_genre"
"1503","Local H","Alternative rock"
"1504","VHS or Beta","Alternative rockIndie rockPost-punk revival"
"1505","IAMX","Synthpop"
"1506","Electrelane","Post-rock"
"1507","Bishop Allen","Indie rock"
"1508","Stamen & Pistils","Indie rock"
"1509","David Bazan","indie rock"
"1510","Le Loup","Indie"
"1511","Rock Plaza Central","Indie rock"
"1512","His Name Is Alive","Experimental rock"
"1513","The Tossers","Celtic punk"
"1514","The Plastic People Of The Universe","Rock"
"1515","Ken Andrews","Alternative rock"
"1516","Chopteeth","AfrofunkAfrobeatFunkHighlifeAfropop"
"1517","The Sketches","Sufi rock"
"1518","Chuck Ragan","Folk rock"
"1519","Stiff Little Fingers","Punk rock"
"1520","Mirah","Indie rock"
"1521","Meat Puppets","Alternative rock"
"1522","Cloud Cult","Art rock"
"1523","Mando Diao","Indie rock"
"1524","Penelope Houston","Punk rock"
"1525","An Albatross","Noise rock"
"1526","Silver Jews","Country rock"
"1527","Gene Ween Band","Alternative rock"
"1528","Tilly And The Wall","Indie pop"
"1529","Black Kids","Indie rock"
"1530","The Cool Kids","Hip hop"
"1531","Diplo","EDM"
"1532","Bodies of Water","Indie rock"
"1533","The Birthday Massacre","Electronic rock"
"1534","Polysics","New wave"
"1535","Pig Destroyer","Grindcore"
"1536","The Octopus Project","Experimental"
"1537","The Aquabats","Rock"
"1538","The Sea and Cake","Indie rock"
"1539","The Rosebuds","Indie rock"
"1540","Matthew Santos","Rock"
"1541","Someone Still Loves You Boris Yeltsin","Indie popAlternative rock"
"1542","Harry and the Potters","Wizard rock"
"1543","Love As Laughter","Indie rock"
"1544","Tereu Tereu","Indie rock"
"1545","Teedra Moses","R&B"
"1546","Loved Ones","R&B"
"1547","Nina Nastasia","Folk"
"1548","Limbeck","Alternative country"
"1549","Strike Anywhere","Melodic hardcore"
"1550","Xiu Xiu","Experimental rock"
"1551","The Pretty Things","Garage rock"
"1552","Mae","indie rock"
"1553","Dead Meadow","Stoner rock"
"1554","Travis Morrison Hellfighters","Indie Rock"
"1555","Peelander-Z","Punk"
"1556","The Electric Prunes","Psychedelic rock"
"1557","Anousheh Khalili","Electronica"
"1558","Urge Overkill","Alternative rock"
"1559","Casey Neill","Folk-punk"
"1560","The Scare","Punk"
"1561","Helio Sequence","Indie rock"
"1562","Joe Lally","Post-hardcore"
"1563","The Bellrays","Garage rock"
"1564","Sleepercar","Country rockAlternative countryAmericana"
"1565","Hackensaw Boys","Americana"
"1566","Burning Brides","Hard rock"
"1567","16volt","Industrial rock"
"1568","Valient Thorr","Southern rock"
"1569","Pygmy Lush","Folk"
"1570","Jana Hunter","Lo-fi"
"1571","The Rumble Strips","Indie pop"
"1572","The Aggrolites","Reggae"
"1573","Maps & Atlases","Alternative rock"
"1574","Faraquet","Post-hardcoreMath rock"
"1575","The Bouncing Souls","Punk rock"
"1576","Crystal Antlers","indie rock"
"1577","World/Inferno Friendship Society","Punk rockPunk cabaretCircus punk"
"1578","O'Death","Alternative country"
"1579","Ted Leo","Punk rock"
"1580","Jean Grae","Hip hop"
"1581","Chris Garneau",NA
"1582","Frank Turner","Folk"
"1583","The Pains of Being Pure at Heart","Indie pop"
"1584","The Big Pink","Electronic rock"
"1585","Glasvegas","Indie rock"
"1586","The Twilight Sad","Post-punk revival"
"1587","Jucifer","Sludge metal"
"1588","Nightmares On Wax","Electronica"
"1589","The Coathangers","Punk rock"
"1590","TV Smith",NA
"1591","Mumiy Troll","Rock"
"1592","A.C. Newman","Indie rock"
"1593","Obits","Indie rock"
"1594","Amanda Blank","Electronica"
"1595","!!! (Chk Chk Chk)","Dance-punk"
"1596","Ringo Deathstarr","Shoegazing"
"1597","Wreckless Eric","Rock"
"1598","Great Lake Swimmers","Folk rock"
"1599","Handsome Furs","Indie rock"
"1600","POP ETC","Indie pop"
"1601","Cucu Diamantes","Latin"
"1602","Anni Rossi",NA
"1603","Franz Nicolay","Punk rock"
"1604","Royal Bangs","Indie rock"
"1605","Amy Ray","Folk rock"
"1606","Autolux","Alternative rock"
"1607","Hugh Cornwell","Alternative rock"
"1608","Screaming Females","Punk rock"
"1609","Hanne Hukkelberg","Pop"
"1610","The Features","Indie rock"
"1611","Kinobe","Electronica"
"1612","the Republic Tigers","Alternative rock"
"1613","The Black Heart Procession","Indie rock"
"1614","New Idea Society","Indie rock"
"1615","Street Dogs","Street punk"
"1616","Gayngs","Indie rock"
"1617","Pete Rock & CL Smooth","Golden age hip hop"
"1618","Jenny and Johnny","Indie rock"
"1619","Roky Erickson","Rock"
"1620","Cap'n Jazz","Emo"
"1621","High On Fire","Sludge metal"
"1622","No Age","Noise rock"
"1623","Killing Joke","Post-punk"
"1624","The Ruby Suns","Indie pop"
"1625","Bonerama","New Orleans"
"1626","Beatallica","Comedy rock"
"1627","Altar of Plagues","Black metal"
"1628","N'dambi","R&B"
"1629","Government Issue","Hardcore punk"
"1630","V.V. Brown","Indie pop"
"1631","Alberta Cross","Indie rock"
"1632","Holly Miranda",NA
"1633","Matt Costa","Indie rock"
"1634","Kevin Seconds","Punk rock"
"1635","JEFF the Brotherhood",NA
"1636","Earl Greyhound","Rock"
"1637","Bowling for Soup","Pop punk"
"1638","Me First And The Gimme Gimmes","Punk rock"
"1639","Kelli Scarr","Alternative rock"
"1640","The Queers","Punk rock"
"1641","Those Darlins","Rock and roll"
"1642","Givers","Indie pop"
"1643","Smith Westerns","Indie rock"
"1644","Tim Barry","Folk PunkPunk rockFolk"
"1645","Casiotone for the Painfully Alone","Lo-fi"
"1646","The So So Glos","Punk rock"
"1647","Damas Gratis","Cumbia villera"
"1648","RVIVR","Punk rock"
"1649","Jeremy Jay","Indie Pop"
"1650","Scott H. Biram","BluesPunkCountry music"
"1651","Dick Valentine","Alternative rock"
"1652","Guttermouth","Punk rock"
"1653","I Call Fives","Pop punk"
"1654","The Pimps of Joytime","SoulFunkAfrobeat"
"1655","Cymbals Eat Guitars","Indie rock"
"1656","Zola Jesus","Synth-pop4]"
"1657","Dum Dum Girls","Indie pop"
"1658","Wild Flag","Indie rock"
"1659","The Radio Dept.","Dream pop"
"1660","Active Child","R&B"
"1661","Freshlyground","Folk"
"1662","Kylesa","Sludge metal"
"1663","Allo Darlin'","Indie popIndie RockTwee pop"
"1664","Anamanaguchi","Electronic"
"1665","Liam Finn","Indie rock"
"1666","Julieta Venegas","Pop rock"
"1667","El Ten Eleven","Post-rock"
"1668","John Maus","Experimental pop"
"1669","The Jim Jones Revue","Rock and roll"
"1670","The Submarines","Indie rock"
"1671","Times New Viking","Lo-fiNoise Pop"
"1672","Sergent Garcia","World music"
"1673","9th Wonder","Hip hop"
"1674","Cave In","Metalcore"
"1675","Dirty Beaches","Indie rock"
"1676","Wildbirds & Peacedrums","ExperimentalPsychedelicBluesPop"
"1677","Eleanor Friedberger","Indie rock"
"1678","Nobunny","Rock"
"1679","Har Mar Superstar",NA
"1680","Idle Warship","Indie Pop"
"1681","King Louie's Missing Monuments","Garage punk"
"1682","Morning Teleportation","Psychedelic rock"
"1683","Figurines","Indie rock"
"1684","Nick 13",NA
"1685","Laura Stevenson","Folk rock"
"1686","Molly Rankin","Indie pop"
"1687","David Dondero","Indie rock"
"1688","Andy Zipf","Indie rock"
"1689","Twin Shadow","Synthpop"
"1690","Dragonette","Synthpop"
"1691","Tanlines","Indie rock"
"1692","School of Seven Bells","Indie rock"
"1693","Damien Jurado","Indie rockIndie folkAmericana"
"1694","Bear In Heaven","Indie rock"
"1695","Joyce Manor","Emo"
"1696","Lagwagon","Punk rock"
"1697","Electric Guest","Indie pop"
"1698","Good Old War","Indie folk"
"1699","King Tuff","Garage rock"
"1700","Yellow Ostrich","Indie rock"
"1701","Benjamin Francis Leftwich","Indie"
"1702","Off!","Hardcore punk"
"1703","Veronica Falls","Indie pop"
"1704","Here We Go Magic","Indie rock"
"1705","mewithoutYou","Indie rock"
"1706","Supersuckers","Garage rock"
"1707","Bomb the Music Industry!","Punk rock"
"1708","Matt Skiba","Punk rock"
"1709","John K. Samson","Folk punk"
"1710","Ana Tijoux","Hip hop"
"1711","Chopteeth Afrofunk Big Band","AfrofunkAfrobeatFunkHighlifeAfropop"
"1712","Roomrunner","Noise Rock"
"1713","Cheyenne Marie Mize","Singer/Songwriter"
"1714","Julia Holter","Art pop"
"1715","Dry the River","Alternative rock"
"1716","The Vacant Lots","Electro"
"1717","Electric Eel Shock","Garage rock"
"1718","Dan Sartain","Punk rock"
"1719","Beach Day","Surf rock"
"1720","Gold Panda","Electronica"
"1721","Squarepusher","Breakcore"
"1722","Texas Is The Reason","Emo"
"1723","Brown Bird","Folk"
"1724","Mount Kimbie","Post-dubstep"
"1725","Senses Fail","Post-hardcore"
"1726","Widowspeak","Indie rock"
"1727","Mr Twin Sister","Chillwave"
"1728","Suuns","Krautrock"
"1729","The Front Bottoms","Indie rock"
"1730","Lady Lamb","Indie rock"
"1731","The Soft Moon","Post-punk"
"1732","Os Mutantes","Psychedelic rock"
"1733","Shudder to Think","Indie rock"
"1734","Mansions on the Moon","Electronic"
"1735","The Flatliners","Punk rock"
"1736","Dead Confederate","Alternative rock"
"1737","Gauntlet Hair","Noise pop"
"1738","The Julie Ruin","Punk rock"
"1739","Chelsea Light Moving","Noise rock"
"1740","Redd Kross","Alternative rock"
"1741","Naturally 7","Vocal play"
"1742","Marnie Stern","Experimental rock"
"1743","Dope Body","Noise rock"
"1744","Radiation City","Indie rock"
"1745","Daughn Gibson",NA
"1746","Perfect Pussy","Noise rock"
"1747","Nico Vega","Alternative rock"
"1748","Fol Chen","Electronic"
"1749","Metronomy","Nu-disco"
"1750","The Orwells","Punk rock"
"1751","DIIV","Indie rock"
"1752","Tera Melos","Math rock"
"1753","White Denim","Indie rock"
"1754","Yung Lean","Hip hop"
"1755","Pomplamoose","Pop"
"1756","Hooray For Earth","Pop rock"
"1757","Cibo Matto","Trip hop"
"1758","The Pizza Underground","Comedy rock"
"1759","Saintseneca","Folk rock"
"1760","Pattern Is Movement","Indie rock"
"1761","Pink Mountaintops","Psychedelic rock"
"1762","Legendary Shack Shakers","Rockabilly"
"1763","Jessy Lanza","Synthpop"
"1764","Highasakite","Indie rock"
"1765","Fat White Family","Post-punk"
"1766","Walter Schreifels","Hardcore punk"
"1767","Ryley Walker","Indie folk"
"1768","Elliott Brood","Alternative country"
"1769","Together PANGEA","Garage punk"
"1770","Howe Gelb","Indie rock"
"1771","Youth Code","EBM"
"1772","The Standells","Garage rock"
"1773","Tacocat","Pop punk"
"1774","Dead Disco","Electronic rock"
"1775","FIDLAR","Skate punk"
"1776","San Cisco","Indie pop"
"1777","Noah Gundersen","Acoustic"
"1778","The Juliana Hatfield Three","Alternative rock"
"1779","All Them Witches","Blues rock"
"1780","The Sidekicks","Garage rock"
"1781","Jeremy Enigk",NA
"1782","Hop Along","Grunge folk"
"1783","Goatsnake","Stoner metal"
"1784","Swirlies","Indie rock"
"1785","Mac McCaughan","indie rock"
"1786","Yukon Blonde","Indie rock"
"1787","Joey Cape","Punk rock"
"1788","Mal Blum","Folk"
"1789","Mac Sabbath","Parody"
"1790","Rocco DeLuca","Indie rock"
"1791","The Doubleclicks","Nerd-folk"
"1792","Movits!","Swing"
"1793","Computer Magic","Synthpop"
"1794","Sick of Sarah","Power Pop"
"1795","Dave Hill","Glam rock"
"1796","Dead Heavens","blues rock"
"1797","Strawberry Runners","Rock"
"1798","God Is an Astronaut","Post-rock"
"1799","Wild Belle","Psychedelic pop"
"1800","The Bird and the Bee","Indie pop"
"1801","Sick of It All","Hardcore punk"
"1802","High Highs","Indie rock"
"1803","Emily Wells","Alternative"
"1804","Ricky Eat Acid","Electronic"
"1805","Haley Bonar","Folk"
"1806","Trails and Ways","Indie pop"
"1807","SWMRS","Punk rock"
"1808","Wussy","Indie rockFolk rockAlternative rockCountry rock"
"1809","Hunter Valentine","Indie rockAlternative rockPop rockIndie pop"
"1810","Thalia Zedek","Indie rock"
"1811","The Shondes","Punk rock"
"1812","The Men That Will Not Be Blamed For Nothing","Steampunk"
"1813","King Krule","Indie rock"
"1814","Big Thief","Indie rock"
"1815","Frankie Cosmos","Indie rock"
"1816","Beach Slang","Punk rock"
"1817","Japanese Breakfast","Indie rock"
"1818","Crystal Fighters","Alternative dance"
"1819","Melody's Echo Chamber","Psychedelic rock"
"1820","Secondhand Serenade","Pop rock"
"1821","Timber Timbre","Freak folk"
"1822","Open Mike Eagle","Hip hop"
"1823","City of Caterpillar","Screamo"
"1824","Slothrust","Alternative Rock"
"1825","Royal Headache","Punk rock"
"1826","Charlie Parr","Piedmont blues"
"1827","Truckfighters","Stoner rock"
"1828","Lee Ranaldo","Alternative rock"
"1829","Gaby Moreno","Blues"
"1830","Smoking Popes","Pop punk"
"1831","Lionize","Hard rock"
"1832","Harry J","Reggae"
"1833","Cindy Wilson","New wave"
"1834","Natalie Prass",NA
"1835","R.E.M.","Alternative rock"
"1836","3 Doors Down","Post-grunge"
"1837","Widespread Panic","Southern rock"
"1838","Simple Plan","Pop punk"
"1839","Pet Shop Boys","Synthpop"
"1840","The Feeling","Rock"
"1841","Hayley Westenra","Celtic"
"1842","Damien Rice","Folk"
"1843","Neil Young","Rock"
"1844","Keith Sweat","Hip hop"
"1845","Gilberto Santa Rosa","Salsa"
"1846","Meat Loaf","Rock"
"1847","Alejandro Sanz","Latin pop"
"1848","Martina McBride","Country"
"1849","The O'Jays","R&B"
"1850","Jordin Sparks","R&B"
"1851","The Blind Boys of Alabama","Gospel"
"1852","Jordan Rudess","Progressive rock"
"1853","Mary J. Blige","R&B"
"1854","Kodo Drummers","Taiko"
"1855","Gladys Knight","Gospel"
"1856","Bobby V","R&B"
"1857","Anita Baker","R&B"
"1858","Van Morrison","Rock"
"1859","Labelle","Doo-wop"
"1860","Salt-N-Pepa","Hip hop"
"1861","The Moody Blues","Progressive rock"
"1862","Dave Matthews & Tim Reynolds","Rock"
"1863","Melinda Doolittle","Gospel"
"1864","Kevin Michael","Pop"
"1865","Mindless Behavior","R&B"
"1866","Doug E. Fresh","Hip hop"
"1867","A Perfect Circle","Alternative rock"
"1868","The Isley Brothers","Doo-wop"
"1869","Duran Duran","New wave"
"1870","Ginuwine","R&B"
"1871","Kurtis Blow","Hip hop"
"1872","Sarah McLachlan","Pop"
"1873","Rahat Fateh Ali Khan","Qawwali"
"1874","Il Volo","Pop"
"1875","John Mellencamp","Rock"
"1876","Nicki Minaj","Hip hop"
"1877","Rick Ross","Hip hop"
"1878","Googoosh","Iranian pop music Azerbaijani folk music"
"1879","The Lumineers","Indie folk"
"1880","John Fogerty","Roots rock"
"1881","The Stylistics","Philadelphia soul"
"1882","Atif Aslam","Pop"
"1883","Il Divo","Classical crossover"
"1884","Andrae Crouch","Gospel"
"1885","Juanes","Latin rockLatinrock"
"1886","Don Henley","Rock"
"1887","Josh Groban","Easy listening"
"1888","Mystikal","Hip hop"
"1889","Nicky Jam","Reggaeton"
"1890","Warren Haynes","Southern rock"
"1891","Whodini","Hip hop"
"1892","Thomas Anders","Pop"
"1893","The Upsidedown","Alternative rockPsychedelic rockShoegazing"
"1894","Kristeen Young","Alternative rock"
"1895","The Jennifers","Alternative rockBritpop"
"1896","The Lucksmiths","Indie pop"
"1897","The Atomic Bitchwax","Heavy metal"
"1898","Acid House Kings","Twee popIndie pop"
"1899","Jeff Hanson","Alternative rock"
"1900","We Are Wolves","Indie rock"
"1901","Emperor X","Alternative"
"1902","Mother Mother","Indie rock"
"1903","Lymbyc Systym","Electronic"
"1904","Euros Childs","Rock"
"1905","Fiction Plane","Alternative rock"
"1906","Bang Lime","New wave"
"1907","The Death Set","Art rockElectronica"
"1908","Theresa Andersson","Soul"
"1909","Monotonix","Garage rock"
"1910","Innerpartysystem","Electronic rock]"
"1911","Apollo Sunshine","Alternative rock"
"1912","Julian Velard","Singer/Songwriter"
"1913","Asobi Seksu","Shoegaze"
"1914","Sebastien Grainger","Rock"
"1915","The Spring Standards","Folk-Rock"
"1916","Chris Bathgate","Folk"
"1917","Born Ruffians","Indie rock"
"1918","Vivian Girls","Indie rock"
"1919","Miles Benjamin Anthony Robinson","Indie rockfolk rock"
"1920","Fuck Buttons","Electronic"
"1921","Telefon Tel Aviv","IDM"
"1922","Jon Hopkins","Electronica"
"1923","Samantha Crain","Americana"
"1924","Jenny Owen Youngs","Indie Pop"
"1925","Russian Circles","Post-metal"
"1926","The Appleseed Cast","Alternative rock"
"1927","Nappy Roots","Hip hop"
"1928","Efterklang","Indie folk"
"1929","Plants and Animals","Indie rock"
"1930","Gil Mantera's Party Dream","Synthpop"
"1931","Nicole Atkins","Crooner"
"1932","Future of the Left","Alternative rock"
"1933","Lissy Trullie","Indie rock"
"1934","Alec Ounsworth","Indie rock"
"1935","Julie Doiron","Folk rock"
"1936","Busdriver","Hip hop"
"1937","Andy Rourke","Alternative rock"
"1938","Quintron and Miss Pussycat","Rock"
"1939","Frog Eyes","Indie rock"
"1940","Crash Kings","Alternative rock"
"1941","Casiokids","Synthpop"
"1942","Serena-Maneesh","Alternative rock"
"1943","Surfer Blood","Indie rock"
"1944","High Places",NA
"1945","Miles Kurosky","Indie rock"
"1946","Tim Fite","Folk"
"1947","The Parlotones","Alternative rock"
"1948","Power Pirate","Electronic rock"
"1949","Julia Nunes","Acoustic pop"
"1950","This Will Destroy You","Post-rock"
"1951","Via Audio","Indie popAlternative rock"
"1952","Dessa","Hip hop"
"1953","The Silent League","Post rock"
"1954","Unwed Sailor","Instrumental rock"
"1955","Quintron","Rock"
"1956","Cerebral Ballzy","Hardcore punk"
"1957","Agnostic Front","Hardcore punk"
"1958","Dax Riggs","Blues rock"
"1959","Lay Low","Alternative CountryFolkbluesrock"
"1960","Jesse Malin","RockPunk rock"
"1961","Gardens & Villa","Indie rock"
"1962","Still Corners","Dream pop"
"1963","Hey Rosetta!","Indie rock"
"1964","Astronautalis","Hip hop"
"1965","Girl In a Coma","Indie rock"
"1966","Nikki Jean","Soul"
"1967","The Morning After Girls","Psychedelic rockAlternative rock"
"1968","O'Brother","Alternative rock"
"1969","CunninLynguists","Hip hop"
"1970","Thomas Dybdahl",NA
"1971","Winterpills","Indie rock"
"1972","Madi Diaz","Pop"
"1973","Star Slinger","Hip hop"
"1974","Title Fight","Post-hardcore"
"1975","Alcest","Shoegaze metal"
"1976","Marissa Nadler","Folk"
"1977","Sera Cahoone","Indie RockLo-fi musicAmericanaFolk"
"1978","The Bright Light Social Hour","Psychedelic rock"
"1979","Cate Le Bon","Folk"
"1980","Sleepy Sun","Psychedelic rock"
"1981","Slow Club","Indie popFolk rock"
"1982","The Lighthouse and The Whaler","Indie rock"
"1983","K.Flay","Alternative hip hop"
"1984","Delicate Steve",NA
"1985","Rich Aucoin","Indie rock"
"1986","White Arrows","Dance-rock"
"1987","Lydia Loveless","Pop"
"1988","Hanni El Khatib","Rock"
"1989","The Strange Boys","Indie rock"
"1990","R. Ring","Alternative rock"
"1991","JBM","Folk rock"
"1992","The Black Box Revelation","Garage Rock"
"1993","Holy Ghost Tent Revival","Rock and roll"
"1994","One-Eyed Doll","Goth punk"
"1995","Laetitia Sadier","Post-rock"
"1996","Little Barrie","Alternative rock"
"1997","Cadence Weapon","Canadian hip hopAlternative hip hop"
"1998","Zambri","experimental pop"
"1999","Laurel Halo","Electronic]"
"2000","Ivan & Alyosha","Folk-pop/Indie pop/Indie rock"
"2001","Balance and Composure","Alternative rock"
"2002","Wild Cub","Indie rock"
"2003","Frontier Ruckus","Folk"
"2004","Little Green Cars","Indie rock"
"2005","Wovenhand","Alternative country"
"2006","Make Do and Mend","Post-hardcore"
"2007","Savoir Adore","Synthpop"
"2008","Said The Whale","Indie rock"
"2009","Majical Cloudz","Art pop"
"2010","Acid Mothers Temple","Psychedelic rock"
"2011","Willy Mason","Folk"
"2012","Retribution Gospel Choir","Indie rock"
"2013","The Cliks","Rock"
"2014","Cayucas","Indie pop"
"2015","Federico Aubele","Singer-Songwriter"
"2016","Freakwater","Alternative country"
"2017","Lightning Dust","Indie rock"
"2018","No Joy","Shoegaze"
"2019","Jenny Hval","Avant-garde"
"2020","Arum Rae","Americana"
"2021","Jonah Matranga","Alternative rock"
"2022","Com Truise","Synthwave"
"2023","Bear Hands","Experimental rock"
"2024","Alvvays","Indie pop"
"2025","Blood Red Shoes","Alternative rock"
"2026","Hundred Waters","Indie rock"
"2027","Little Hurricane","Blues"
"2028","The Wytches","Surf rock"
"2029","Strand of Oaks","Rock"
"2030","Kadavar","Hard rock"
"2031","White Lung","Punk rock"
"2032","Hiss Golden Messenger","Indie folk"
"2033","White Hinterland","Indie popDream popArt pop"
"2034","Drowners","Alternative rock"
"2035","Dave Hause","Punk rock"
"2036","Young & Sick","R&B"
"2037","Cheers Elephant","Indie pop"
"2038","Young Magic","Electronic"
"2039","Into It. Over It.","Emo"
"2040","The Love Language","Indie"
"2041","The Lonely Biscuits","Indie"
"2042","Preoccupations","Post-punk"
"2043","Filligar","Alternative rock"
"2044","Total Slacker","garage pop"
"2045","Emma Ruth Rundle","Ambient"
"2046","Thus Owls","Indie pop"
"2047","INVSN","Punk rock"
"2048","Nathaniel Rateliff","Soul"
"2049","The Trews","Hard rock"
"2050","Jesse Marchant","Folk rock"
"2051","Tory Lanez","Hip hop"
"2052","Nathaniel Rateliff & The Night Sweats","Soul"
"2053","Black Milk","Hip hop"
"2054","Iceage","Post-punk"
"2055","Zella Day","Indie pop"
"2056","Lia Ices",NA
"2057","Matthew E. White","Rock"
"2058","Son Little","Rhythm & blues"
"2059","The Hotelier","Emo"
"2060","2:54","Alternative rock"
"2061","Roadkill Ghost Choir","Indie rock"
"2062","Joanna Gruesome","Punk rock"
"2063","Holly Herndon","Electronic"
"2064","East India Youth","Electronic"
"2065","Israel Nash","Alternative country"
"2066","Tove Styrke","Pop"
"2067","The Weather Station","Folk music"
"2068","The Wooden Sky","indie folk"
"2069","Dilly Dally","Alternative rock"
"2070","MAGIC GIANT","Indie folk"
"2071","Downfall of Gaia","Black metal"
"2072","Lou Barlow","Alternative rock"
"2073","Clones of Clones","Indie rock"
"2074","American Wrestlers","Indie rock"
"2075","Dan Mangan + Blacksmith","Indie rock"
"2076","Ewert and the Two Dragons","Indie folk rock"
"2077","Nick Diamonds","Indie rock"
"2078","River Whyless","Folk"
"2079","The Suffers",NA
"2080","NE-HI","Rock"
"2081","Holy Fuck","Electronica"
"2082","Diet Cig","Punk rock"
"2083","The Japanese House","Indie pop"
"2084","Andy Shauf","Indie pop"
"2085","Day Wave","Indie rock"
"2086","The Dillinger Escape Plan","Mathcore"
"2087","Margaret Glaspy","Singer-songwriter"
"2088","Holychild","Indie pop"
"2089","Jeff Rosenstock","Punk rock"
"2090","Earthless","Instrumental rock"
"2091","Emmy the Great","Bedroom Pop ]indie folk"
"2092","Sorority Noise","punk rock"
"2093","Violent Soho","Grunge"
"2094","Field Music","Indie rock"
"2095","The Besnard Lakes","Indie rock"
"2096","Elliot Moss","Alternative"
"2097","From Indian Lakes","Indie rock"
"2098","The Veils","Indie"
"2099","Cullen Omori","Indie rock"
"2100","Seratones","Rock and roll"
"2101","The Smith Street Band","Folk-punk"
"2102","Martin Courtney","Indie rock"
"2103","The Deslondes","Americana"
"2104","Bright Light Bright Light","Electropop"
"2105","Blanck Mass","Drone"
"2106","Dave East","Hip hop"
"2107","Gwenno","Electropop"
"2108","Bob Log III","Rock and rollLo-fiExperimental rockSlide guitar blues"
"2109","Sound of Ceres","Dreampop Euroexplosionism"
"2110","Jared Evan","Soul"
"2111","The Quaker City Night Hawks","Soul"
"2112","Wesley Stromberg","Reggae pop"
"2113","Ryan Beaver","Country"
"2114","C.W. Stoneking","Blues"
"2115","Mundy","Folk"
"2116","Ultimate Painting","Indie rock"
"2117","Skating Polly","Riot grrrl"
"2118","Grieves","Hip hop"
"2119","Adult.","Electroclash"
"2120","This Is The Kit","Alternative rockFolk rock"
"2121","Greta Van Fleet","Hard rock"
"2122","Sallie Ford","Rock"
"2123","Emarosa","Post-hardcore"
"2124","Tim Kasher","Indie rock"
"2125","Emel Mathlouthi",NA
"2126","Aaron Lee Tasjan","folk rock"
"2127","Death By Unga Bunga","Garage rock"
"2128","Ben Ottewell","Indie"
"2129","Ratboys","Indie rock"
"2130","The Van Pelt","Indie rock"
"2131","Courtney Marie Andrews","Indie"
"2132","The Kominas","Punk rock"
"2133","The Coronas","RockIndieAlternative"
"2134","Hamish Anderson","Blues"
"2135","The Abrams","Country"
"2136","Zeds Dead","EDM"
"2137","Big Sean","Hip hop"
"2138","Steve Angello","House"
"2139","Ferry Corsten","Trance"
"2140","R3hab","Electro house"
"2141","Krewella","EDM"
"2142","Kaskade","House"
"2143","Flux Pavilion","Dubstep"
"2144","Adventure Club","Dubstep"
"2145","Alesso","Progressive house"
"2146","Sebastian Ingrosso","Progressive house"
"2147","Dada Life","Electro house"
"2148","Dash Berlin","Trance"
"2149","Laidback Luke","Electro house"
"2150","Eric Prydz","House"
"2151","Markus Schulz","Trance"
"2152","Morgan Page","Progressive house"
"2153","Cosmic Gate","Trance"
"2154","Cedric Gervais","Dance"
"2155","Carl Cox","House"
"2156","Nicky Romero","EDM"
"2157","Mahmoud Ahmed",NA
"2158","The Glitch Mob","Glitch"
"2159","Benny Benassi","EDM"
"2160","Meek Mill","Hip hop"
"2161","Don Omar","Reggaeton"
"2162","Infected Mushroom","Psychedelic trance"
"2163","Gareth Emery","Trance"
"2164","French Montana","Hip hop"
"2165","Jeezy","Hip hop"
"2166","Rob Garza","Downtempo"
"2167","Gloria Trevi","Pop rock"
"2168","J Balvin","Reggaeton"
"2169","Fetty Wap","Hip hop"
"2170","Flo Rida","Hip hop"
"2171","Oliver Heldens","Future house"
"2172","3LAU","Progressive house"
"2173","Showtek","Techno"
"2174","Deorro","Dutch house"
"2175","Don Diablo","Electro house"
"2176","DVBBS","Electronic dance music"
"2177","Tujamo","Electro house"
"2178","Sander van Doorn","Electro House"
"2179","Yo Gotti","Hip hop"
"2180","Machel Montano","Soca"
"2181","K Camp","Hip hop"
"2182","Nipsey Hussle","Hip hop"
"2183","B. Dolan","Hip hop"
"2184","DJ Snake","Trap"
"2185","Steve Aoki","EDM"
"2186","Seven Lions","Melodic Dubstep"
"2187","Knife Party","EDM"
"2188","Dimitri Vegas","Electro house"
"2189","Axwell","Progressive house"
"2190","Elle Varner","Pop"
"2191","Tego Calderon","Hip hop"
"2192","Migos","Hip hop"
"2193","Lil Yachty","Hip hop"
"2194","21 Savage","Hip hop"
"2195","Kodak Black","Hip hop"
"2196","Flying Lotus","Electronic"
"2197","A Boogie Wit da Hoodie","Hip hop"
"2198","Alison Wonderland","EDM"
"2199","Young Dolph","Hip hop"
"2200","Gente de Zona","Reggaeton"
"2201","Slushii","Dubstep"
"2202","Farruko","Reggaeton"
"2203","Sasha & John Digweed","Progressive house"
"2204","Mat Zo","Trance music"
"2205","Silvestre Dangond","Vallenato"
"2206","Grandmaster Flash","Hip hop"
"2207","Carl Craig","Detroit techno"
"2208","Kevin Saunderson","Detroit techno"
"2209","Soul Clap","Funk"
"2210","LTJ Bukem","Drum and bass"
"2211","Tiefschwarz","House"
"2212","Josh Wink","Big beat"
"2213","DJ Marky","Drum & Bass"
"2214","Moritz Von Oswald","House"
"2215","Oliver Huntemann","Techno"
"2216","Francesca Lombardo","Techno"
"2217","DJ Rap","Electronica"
"2218","John Digweed","House"
"2219","Felix Jaehn","Dance"
"2220","Stefano Noferini","Tech"
"2221","Hernan Cattaneo","Progressive House"
"2222","Chris Liebing","Techno"
"2223","Cyantific","Drum and Bass"
"2224","Eli & Fur","House music"
"2225","Hannah Wants","Electronic"
"2226","Joseph Capriati","Techno"
"2227","The Martinez Brothers","House"
"2228","Matt Tolfrey","Electronic Music"
"2229","Felix Cartal","EDM"
